location,size,total_sqft,bath,price
Airport,2 BHK,1034,2.0,40.0
Dum Dum,2 BHK,1012,2.0,59.0
New Town,2 BHK,1070,2.0,54.0
New Town,4 Bedroom,3555,4.0,230.0
Chinar Park,3 BHK,1270,2.0,70.0
Belghoria,2 Bedroom,585,1.0,70.0
Salt Lake City,3 BHK,2045,4.0,154.0
New Town,3 BHK,1490,2.0,98.0
Ganguly Bagan,7 Bedroom,6150,6.0,830.0
Hussainpur,2 BHK,883,2.0,40.0
Garia,1 BHK,671,1.0,36.85
Haltu,2 BHK,1156,2.0,32.0
Keshtopur,3 BHK,2017,3.0,125.0
Panihati,4 BHK,3122,6.0,235.0
Garia,3 BHK,1635,3.0,62.0
Behala,7 Bedroom,4400,9.0,120.0
Behala,2 BHK,1296,2.0,89.0
Keshtopur,6 Bedroom,2400,4.0,280.0
Ganguly Bagan,2 BHK,1139,2.0,62.0
Behala,2 BHK,1230,3.0,47.0
Patuli,1 BHK,581.91,2.0,25.0
Behala,2 BHK,1245,2.0,86.28
Tiljala,3 Bedroom,1158,2.0,85.0
New Town,4 BHK,3951,4.0,220.0
Keshtopur,2 BHK,550,1.0,15.0
New Town,1 BHK,360,1.0,26.0
Belghoria,3 BHK,1350,3.0,55.0
New Town,3 BHK,1670,3.0,120.0
New Town,3 BHK,1600,2.0,65.0
Belghoria,2 BHK,1307,2.0,51.6
Dum Dum,3 BHK,1050,2.0,57.0
Salt Lake City,3 BHK,1703,3.0,101.0
Dum Dum,3 BHK,1210,2.0,58.0
Keshtopur,2 BHK,1025,2.0,29.6
Keshtopur,2 BHK,1140,2.0,43.0
Keshtopur,3 BHK,1343,2.0,56.41
Garia,3 BHK,1560,3.0,85.0
Garia,2 BHK,925,2.0,51.0
Bansdroni,3 BHK,1420,2.0,75.0
Behala,2 BHK,1415,2.0,110.0
New Town,2 BHK,1210,2.0,60.0
Nayabad,3 BHK,1852,3.0,160.0
Baguiati,3 BHK,1250,3.0,50.0
New Town,2 BHK,1100,2.0,65.0
New Town,2 BHK,1150,2.0,40.25
Behala,2 BHK,1100,2.0,53.35
Nayabad,2 Bedroom,1350,1.0,100.0
Behala,3 BHK,1546,3.0,99.0
Nayabad,2 BHK,1424,2.0,90.0
Nayabad,3 BHK,1398,3.0,68.0
Garia,3 BHK,1650,3.0,200.0
Garia,4 Bedroom,1200,4.0,120.0
Garia,3 BHK,1476,3.0,105.0
Keshtopur,2 Bedroom,500,2.0,70.0
Nayabad,3 BHK,1322,2.0,58.82
Nayabad,2 Bedroom,432,2.0,40.0
Nayabad,2 BHK,1100,2.0,55.0
Keshtopur,4 BHK,4750,5.0,600.0
Nayabad,3 BHK,1285,2.0,68.0
Rajarhat,2 BHK,1150,2.0,80.0
Khardah,3 BHK,1430,2.0,56.0
Khardah,3 BHK,1350,2.0,62.0
Garia,3 Bedroom,1350,3.0,195.0
Sodepur,2 BHK,1185,2.0,65.0
Barrackpore,3 BHK,1760,3.0,67.0
Tiljala,4 Bedroom,2400,5.0,350.0
Garia,2 BHK,900,2.0,41.0
Paschim Putiary,2 BHK,1297,2.0,105.0
Bansdroni,3 BHK,1840,3.0,155.0
Patuli,2 BHK,950,2.0,50.79
Tiljala,5 Bedroom,1200,4.0,70.0
New Town,2 BHK,950,2.0,52.0
Garia,2 BHK,1250 - 1305,2.0,95.815
Rajarhat,3 BHK,1571,3.0,89.0
Garia,2 BHK,1031,2.0,55.0
Baguiati,2 BHK,1485,2.0,90.0
Rajarhat,2 BHK,1109,2.0,60.0
Garia,3 BHK,2200,3.0,180.0
New Town,1 BHK,950,1.0,50.0
New Town,3 Bedroom,1200,2.0,150.0
Behala,2 BHK,1161,2.0,55.15
Nayabad,3 BHK,2350,3.0,300.0
Behala,2 BHK,1003,2.0,40.6
Nayabad,2 Bedroom,1350,2.0,185.0
Nayabad,2 BHK,1080,2.0,37.0
Garia,2 BHK,1255,2.0,73.0
Garia,2 BHK,1250,2.0,60.0
Garia,4 Bedroom,1700,4.0,152.0
Keshtopur,3 Bedroom,1200,2.0,66.0
Nayabad,2 BHK,824,2.0,60.0
Nayabad,3 BHK,1875,3.0,167.0
Nayabad,3 BHK,1320,2.0,38.12
Keshtopur,5 Bedroom,9600,5.0,550.0
Nayabad,3 BHK,1330,2.0,47.0
Rajarhat,3 BHK,1220,3.0,56.0
Khardah,3 BHK,1111,3.0,50.0
Khardah,2 BHK,1197,2.0,47.88
Garia,4 BHK,2519,5.0,185.0
Keshtopur,3 BHK,1340,2.0,100.0
Ganguly Bagan,4 Bedroom,1450,3.0,132.0
Nayabad,3 BHK,1837,3.0,145.0
Madhyamgram,4 Bedroom,1200,4.0,245.0
Madhyamgram,2 BHK,1238,2.0,55.0
Madhyamgram,3 BHK,1405,2.0,59.01
Madhyamgram,4 BHK,1690,3.0,80.0
Madhyamgram,3 BHK,1620,2.0,110.0
Madhyamgram,3 BHK,1673,3.0,115.0
Sodepur,2 Bedroom,1090,2.0,58.0
Sodepur,2 BHK,1112,2.0,40.0
Bramhapur,3 BHK,1385,2.0,66.65
Keshtopur,2 BHK,545,1.0,27.0
Tangra,2 BHK,985,2.0,58.0
Salt Lake City,1 BHK,670 - 980,1.0,36.29
Salt Lake City,2 BHK,1080,2.0,37.8
Bhawanipur,2 BHK,1430,2.0,97.52
Bhawanipur,2 BHK,1050,2.0,43.0
Tangra,4 Bedroom,2000,4.0,139.0
Tangra,4 Bedroom,4800,4.0,190.0
Patuli,3 BHK,1533,3.0,115.0
Kasba,4 Bedroom,2800,3.0,500.0
Tangra,3 BHK,2610,3.0,399.0
Salt Lake City,3 BHK,1750,3.0,150.0
Salt Lake City,3 Bedroom,1200,2.0,66.0
Bhawanipur,2 BHK,1352,2.0,87.5
Bhawanipur,3 BHK,1754,3.0,125.0
Tangra,3 BHK,1560,3.0,85.0
Tangra,4 BHK,3012,6.0,268.0
Kasba,4 BHK,3584,4.0,199.0
New Town,3 BHK,1470,2.0,90.0
Tangra,2 BHK,1035,2.0,45.0
Tangra,4 Bedroom,2400,5.0,329.0
Sodepur,2 BHK,1160,2.0,52.0
Sodepur,2 BHK,1100,2.0,52.0
Kalighat,2 BHK,1170,2.0,38.0
Behala,1 BHK,595,1.0,31.83
Patuli,3 BHK,1650,3.0,110.0
Garia,3 BHK,1875,2.0,235.0
New Town,4 BHK,800,4.0,80.0
Behala,3 BHK,1375,2.0,48.06
Patuli,2 BHK,1235,2.0,46.8
Tollygunge,1 BHK,750,1.0,25.0
Paschim Barisha,3 BHK,1400,3.0,115.0
Rajarhat,3 BHK,1270,2.0,50.79
Baguiati,2 BHK,1105,2.0,51.0
Hussainpur,3 BHK,1375,2.0,85.0
Hussainpur,4 Bedroom,2168,4.0,95.0
Garia,8 Bedroom,1200,8.0,90.0
Salt Lake City,2 BHK,1065,2.0,40.84
Garia,3 Bedroom,3800,3.0,580.0
Keshtopur,9 Bedroom,3125,9.0,350.0
Garfa,1 BHK,825,1.0,45.0
Salt Lake City,2 BHK,1095,2.0,40.0
Dhakuria,3 Bedroom,720,3.0,65.0
Salt Lake City,3 BHK,1440,2.0,60.33
Kutighat,2 BHK,870,2.0,39.5
Rahara,2 BHK,1195,2.0,84.0
Haltu,2 BHK,1200,2.0,49.5
Behala,3 BHK,1530,3.0,61.2
Sonarpur,3 BHK,1708,2.0,90.5
Keshtopur,2 BHK,975,2.0,43.0
Nayabad,2 BHK,750,2.0,25.0
Haltu,8 Bedroom,1200,8.0,190.0
Baguihati,3 BHK,1920,3.0,130.0
Baguiati,6 Bedroom,1200,5.0,240.0
Keshtopur,2 BHK,1183,2.0,58.56
Keshtopur,4 Bedroom,1140,4.0,90.0
Hussainpur,3 BHK,1550,2.0,65.0
New Town,2 BHK,1110,2.0,53.0
Hussainpur,8 Bedroom,1500,10.0,165.0
Baruipur,2 BHK,1105,2.0,38.67
Garia,3 Bedroom,1800,3.0,68.0
Garia,5 BHK,2800,4.0,200.0
Tiljala,2 BHK,1000,2.0,29.9
Behala,2 BHK,1190,2.0,68.0
Golf Green,4 Bedroom,1350,4.0,200.0
New Town,4 BHK,3067,4.0,230.0
Nayabad,3 BHK,1929,4.0,103.0
Howrah Railway Station,3 BHK,1525,3.0,100.0
Maheshtala,3 BHK,1775,3.0,110.0
Howrah,2 BHK,1125,2.0,63.0
Howrah Railway Station,2 BHK,900,2.0,42.0
Tangra,2 BHK,1155,2.0,58.0
Tiljala,4 Bedroom,1200,4.0,75.0
Howrah,2 BHK,1268,2.0,73.0
Maheshtala,3 BHK,1500,3.0,88.0
New Town,1 BHK,630,1.0,47.0
New Town,3 BHK,1525,3.0,65.0
Tangra,2 BHK,1060,2.0,48.0
Mukundapur,3 BHK,1687,3.0,127.0
Mukundapur,3 BHK,1847,3.0,123.0
Behala,3 BHK,1410,2.0,53.0
Behala,2 BHK,1075,2.0,42.99
Dhakuria,4 BHK,3526,4.0,492.0
Rajarhat,3 Bedroom,3000,3.0,338.0
Rajarhat,3 BHK,1500,2.0,143.0
Rajarhat,2 BHK,1010,2.0,46.0
Ashok Nagar,3 BHK,1875,3.0,110.0
Ganguly Bagan,5 Bedroom,1200,6.0,137.0
Keshtopur,2 BHK,983,2.0,50.6
Keshtopur,2 BHK,1101,2.0,65.0
Tiljala,2 BHK,1140,2.0,76.0
Kasba,2 BHK,1215,2.0,110.0
Rajarhat,2 BHK,1007,2.0,42.0
Hussainpur,3 BHK,2039,3.0,168.0
Mukundapur,3 BHK,1020,3.0,110.0
Tagore Park,2 BHK,1198,2.0,84.0
Tangra,4 BHK,4000,4.0,520.0
Salt Lake City,4 Bedroom,1470,4.0,34.5
Salt Lake City,2 BHK,1370,2.0,75.0
Salt Lake City,2 BHK,1316,2.0,55.5
Salt Lake City,3 BHK,1350,3.0,55.5
Salt Lake City,2 BHK,1050,2.0,43.0
Salt Lake City,3 BHK,1005.03 - 1252.49,3.0,47.405
Salt Lake City,2 BHK,921,2.0,34.0
Salt Lake City,2 BHK,1010,2.0,49.27
Salt Lake City,2 BHK,1015,2.0,43.0
Salt Lake City,3 Bedroom,1200,2.0,66.5
Salt Lake City,2 BHK,1179,2.0,75.0
Salt Lake City,4 BHK,1850,4.0,86.0
Behala,2 BHK,870,2.0,24.0
Madurdaha Hussainpur,3 BHK,1605,3.0,85.0
Hussainpur,4 Bedroom,2800,4.0,89.0
Dhakuria,3 BHK,2475,4.0,320.0
Santoshpur,2 Bedroom,3000,2.0,510.0
Dhakuria,6 Bedroom,2400,7.0,110.0
Madurdaha Hussainpur,2 BHK,1000,1.0,55.0
Madurdaha Hussainpur,2 Bedroom,1200,2.0,80.0
Madurdaha Hussainpur,2 Bedroom,1200,2.0,125.0
Hussainpur,2 Bedroom,1200,2.0,66.0
Kasba,2 BHK,1200,2.0,50.0
Hussainpur,2 BHK,1255,2.0,57.5
Dhakuria,2 BHK,1085,2.0,30.38
Dhakuria,3 BHK,1592,3.0,125.0
Garfa,2 BHK,1313,2.0,58.27
Hussainpur,3 BHK,1934,3.0,150.0
Hussainpur,2 BHK,1200,2.0,49.5
Dhakuria,6 BHK,3600,6.0,120.0
Hussainpur,2 BHK,935,2.0,45.0
Garia,2 BHK,877,2.0,30.0
Bansdroni,2 BHK,936,2.0,42.0
Garia,3 BHK,1470,2.0,110.0
Tiljala,1 Bedroom,1050,1.0,70.0
Hussainpur,2 BHK,1232,2.0,69.61
Behala,3 BHK,2225,4.0,169.0
Behala,3 Bedroom,1200,2.0,80.0
Behala,3 BHK,1901,3.0,119.0
Behala,3 BHK,1819,3.0,100.0
Behala,3 BHK,1464,3.0,56.0
Behala,,2400,,460.0
Behala,4 BHK,3630 - 3800,6.0,200.5
Behala,4 BHK,5000,4.0,290.0
Sonarpur,4 BHK,1200,4.0,169.0
Sonarpur,2 BHK,1256,2.0,60.0
Sonarpur,2 BHK,1100,2.0,44.0
Sonarpur,4 Bedroom,4800,3.0,302.0
Sonarpur,3 BHK,1435,3.0,70.0
Shibpur,4 BHK,3245,4.0,250.0
Salt Lake City,3 BHK,1845,4.0,110.0
Buroshibtalla,3 Bedroom,2400,4.0,130.0
Tollygunge,2 BHK,1140,2.0,46.0
New Town,2 BHK,1200,2.0,60.0
New Town,3 BHK,2254,3.0,170.0
Dum Dum,3 BHK,1750,3.0,150.0
Dum Dum,2 BHK,1020,2.0,37.0
Dum Dum,1 BHK,515,1.0,25.0
Alipore,3 BHK,1893,3.0,140.0
New Town,3 BHK,3025,3.0,500.0
New Town,2 BHK,830,2.0,34.0
Howrah,2 Bedroom,600,2.0,36.5
Dum Dum,3 BHK,1075,2.0,90.0
Howrah Railway Station,4 Bedroom,3200,4.0,1200.0
Tagore Park,2 BHK,1200,2.0,78.0
Tagore Park,2 BHK,1233,2.0,77.65
Liluah,2 BHK,1255,2.0,65.26
Kamalgazi,2 BHK,1200,2.0,37.8
Tangra,3 BHK,2145,3.0,175.0
Tangra,5 Bedroom,1500,5.0,85.0
Tangra,2 BHK,740,2.0,34.0
Tangra,3 BHK,1250,3.0,48.0
Bankra,2 BHK,1210,2.0,40.0
Ward No 113,3 BHK,1525,2.0,60.0
Howrah Railway Station,1 Bedroom,540,1.0,36.0
New Town,3 BHK,1240,2.0,84.0
Liluah,3 BHK,1245,2.0,68.0
Dum Dum,3 Bedroom,1865,3.0,350.0
Dum Dum,2 BHK,1004 - 1204,2.0,36.43
Dum Dum,3 BHK,1075,2.0,35.99
Dum Dum,2 BHK,2200,2.0,55.0
Bansdroni,2 BHK,1155,2.0,60.0
Kasba,2 BHK,1520,2.0,62.0
Behala,4 BHK,3122,6.0,245.0
Tollygunge,2 BHK,1290,2.0,85.0
Salkia,3 BHK,2300,3.0,80.0
Garia,4 Bedroom,3000,4.0,200.0
Patuli,4 BHK,361.33Sq. Yards,4.0,270.0
Sodepur,1 BHK,400,1.0,14.0
Kasba,3 BHK,1340,2.0,53.6
Maniktala,2 BHK,900,2.0,95.0
Maniktala,6 Bedroom,1800,4.0,324.0
Tiljala,2 BHK,987,2.0,49.0
Dum Dum,3 BHK,1720,3.0,100.0
Madurdaha Hussainpur,2 BHK,1040,2.0,50.0
Madurdaha Hussainpur,2 Bedroom,900,2.0,64.0
Madurdaha Hussainpur,2 BHK,1030,2.0,50.0
Madurdaha Hussainpur,3 BHK,2556,3.0,133.0
Mukundapur,3 BHK,1850,3.0,168.0
Dum Dum,4 Bedroom,750,4.0,110.0
Dum Dum,2 BHK,1028,2.0,31.86
Dum Dum,2 BHK,1270,2.0,83.0
Mukundapur,3 BHK,1655,3.0,115.0
Mukundapur,2 BHK,940,2.0,40.0
Regent Park,2 BHK,1050,2.0,85.0
Alipore,4 Bedroom,600,4.0,40.0
Alipore,2 BHK,946,2.0,38.0
Alipore,3 BHK,1726,3.0,145.0
Topsia,3 BHK,2121,4.0,253.0
Sinthi,2 BHK,1404,2.0,75.0
Kasba,3 BHK,1525,2.0,48.0
Garia,2 BHK,1025,2.0,57.0
Dum Dum,5 Bedroom,1575,4.0,150.0
Howrah,2 BHK,860,1.0,43.0
College Square,3 BHK,1223,2.0,42.81
Ballygunge,4 BHK,3750,3.0,550.0
Beniapukur,2 BHK,1197,2.0,47.8
New Town,2 BHK,1150,2.0,52.75
Joka,4 Bedroom,4800,5.0,629.0
Dum Dum,2 BHK,1040,2.0,46.0
Bow Bazaar,2 BHK,1310,2.0,80.0
Behala,3 BHK,1788,3.0,98.34
Beniapukur,2 BHK,1144,2.0,38.55
New Town,2 BHK,1070,2.0,39.0
Mominpore,2 BHK,1200,2.0,70.0
Narendrapur,3 BHK,1862,3.0,120.0
Dum Dum,2 Bedroom,1200,2.0,58.5
Dum Dum,2 BHK,970,2.0,27.0
Topsia,3 BHK,1646,3.0,79.5
Ballygunge,4 BHK,4395,4.0,242.0
Garia,5 Bedroom,1200,4.0,100.0
East Kolkata Township,3 BHK,1995,3.0,135.0
College Square,4 Bedroom,2400,4.0,450.0
Ballygunge,2 BHK,1085,2.0,47.74
Beniapukur,2 BHK,1139,2.0,56.8
New Town,2 BHK,1092,2.0,44.0
Joka,3 BHK,1767,3.0,98.0
Beniapukur,3 BHK,1700,3.0,80.0
New Town,3 BHK,1692,3.0,88.0
Mominpore,3 BHK,1645,3.0,100.0
Narendrapur,3 BHK,1345,2.0,57.0
Dum Dum,2 BHK,1100,2.0,60.0
Dum Dum,3 BHK,1408,3.0,62.0
Topsia,4 Bedroom,2400,4.0,240.0
Ballygunge,4 Bedroom,1920,4.0,200.0
Garia,5 Bedroom,6040,4.0,170.0
Maniktala,3 BHK,2072,4.0,150.0
Maheshtala,2 BHK,1420,2.0,158.0
Dum Dum,3 Bedroom,2040,3.0,137.0
Maheshtala,3 BHK,1220,3.0,56.0
Budge Budge,4 Bedroom,1200,4.0,145.0
Dhakuria,2 BHK,1300,2.0,79.0
Barisha Purba Para Road,2 BHK,1150,2.0,39.0
New Town,2 BHK,1470,2.0,86.0
Netaji Nagar,2 BHK,1063,2.0,31.9
Narendrapur,2 BHK,1311,2.0,48.0
Regent Park,4 BHK,3500,4.0,350.0
Ward No 113,4 Bedroom,600,2.0,100.0
North Dumdum,3 BHK,1400,2.0,55.0
North Dumdum,2 Bedroom,2200,2.0,62.0
Garia,3 BHK,1430,2.0,56.0
North Dumdum,2 BHK,1060,2.0,55.0
North Dumdum,3 BHK,1000,2.0,110.0
Behala,3 BHK,1760,3.0,145.0
North Dumdum,3 BHK,2010,3.0,92.0
Ballygunge,3 BHK,1480,2.0,64.23
Sinthi,3 BHK,1230,2.0,43.5
Madhyamgram,3 BHK,1300,3.0,65.0
birati,4 Bedroom,800,4.0,120.0
Topsia,4 BHK,4850,6.0,385.0
Gariahat,2 BHK,1100,2.0,52.0
Pancha Sayar,3 BHK,1752.12,3.0,116.0
Ballygunge,2 BHK,957,2.0,46.9
Ballygunge,1 BHK,645 - 936,1.0,41.9
Elgin,3 BHK,1942,3.0,102.0
Elgin,2 BHK,1000,2.0,53.0
Beniapukur,1 BHK,668,1.0,36.85
Joka,5 Bedroom,3000,6.0,1000.0
Behala,3 Bedroom,600,2.0,80.0
College Square,2 BHK,1089,2.0,43.55
Behala,3 BHK,1800,3.0,90.0
Kasba,1 BHK,960,2.0,18.0
Kasba,2 BHK,1036,2.0,39.35
Gariahat,3 BHK,1583,3.0,105.0
East Kolkata Township,4 Bedroom,3300,4.0,150.0
East Kolkata Township,2 BHK,1100,2.0,65.0
Maheshtala,1 Bedroom,800,1.0,100.0
Salt Lake City,2 BHK,1246,2.0,65.0
Dum Dum,2 BHK,850,2.0,28.0
kalikapur,2 BHK,1196,2.0,51.51
Ballygunge,3 BHK,1697,3.0,114.0
Baranagar,2 Bedroom,1000,2.0,64.0
Park Street Area,3 BHK,1567,3.0,90.0
Tangra,2 Bedroom,1200,1.0,36.0
Alipore,4 Bedroom,3750,6.0,290.0
Topsia,2 BHK,950,2.0,45.0
Budge Budge,2 BHK,1022,2.0,52.0
Santoshpur,2 BHK,1018,2.0,23.45
Mukundapur,4 Bedroom,2000,3.0,25.0
Regent Park,2 BHK,1322,2.0,68.0
Tollygunge,4 Bedroom,1800,4.0,145.0
Maniktala,3 BHK,1460,2.0,58.39
Maheshtala,2 BHK,990,2.0,44.55
Dum Dum,3 BHK,2400,3.0,260.0
Maheshtala,3 BHK,1635,2.0,85.0
Rajarhat,4 BHK,3526,4.0,558.0
Maheshtala,4 Bedroom,3400,3.0,210.0
Garia,3 BHK,2770,3.0,460.0
New Town,4 BHK,2710 - 3360,5.0,200.0
Joka,3 BHK,1533,3.0,85.0
Dum Dum,3 BHK,1720,3.0,134.0
Ballygunge,3 BHK,2000,3.0,200.0
Chandannagar,2 BHK,1185,2.0,75.84
Maheshtala,2 BHK,900,2.0,27.0
Dum Dum,1 BHK,395,1.0,10.25
Barisha Purba Para Road,2 BHK,1031,2.0,56.35
Elgin,6 Bedroom,2400,8.0,650.0
Airport,4 BHK,2650,4.0,240.0
Behala,5 Bedroom,2400,5.0,415.0
Paschim Putiary,3 BHK,1330,2.0,46.55
Dum Dum,2 BHK,1259,2.0,57.0
kalikapur,3 BHK,1570,3.0,88.0
Kasba,3 BHK,1075,2.0,36.0
Kamdahari,2 BHK,1216,2.0,79.0
New Town,3 BHK,1428,2.0,66.0
New Town,2 BHK,1160,2.0,40.59
New Town,3 Bedroom,600,2.0,110.0
New Town,3 BHK,1475,3.0,70.0
Satchashipara,3 BHK,1754,3.0,135.0
Tangra,3 BHK,1639,3.0,83.0
Garia,3 BHK,1804,3.0,102.0
Howrah,3 Bedroom,1200,3.0,56.2
Joka,2 BHK,1135,2.0,55.0
Chandannagar,2 BHK,1260,2.0,46.62
Maheshtala,5 Bedroom,1440,5.0,110.0
Dum Dum,3 BHK,2160,3.0,160.0
Barisha Purba Para Road,7 Bedroom,700,6.0,85.0
Elgin,2 BHK,1220,2.0,59.5
Airport,2 Bedroom,1200,2.0,67.0
Elgin,2 BHK,1300,2.0,65.0
Garia,1 BHK,605,1.0,29.0
Harinavi,6 Bedroom,1230,4.0,210.0
North Dumdum,2 BHK,1444,2.0,75.97
North Dumdum,2 BHK,924,2.0,45.0
North Dumdum,2 BHK,1000,2.0,30.0
North Dumdum,4 Bedroom,600,4.0,95.0
North Dumdum,3 Bedroom,1200,3.0,225.0
Garia,2 BHK,845,2.0,29.0
Tangra,2 BHK,700,2.0,35.0
Garia,2 BHK,1187,2.0,58.0
New Town,3 BHK,1625,3.0,55.0
Purba Putiary,2 Bedroom,1200,2.0,83.0
Purba Putiary,2 BHK,1452.55,2.0,110.0
Tangra,3 BHK,2357,3.0,151.0
Garia,2 BHK,1200,2.0,49.5
New Town,2 BHK,1139,2.0,56.85
Dunlop,1 Bedroom,600,1.0,97.5
Dhapa,3 BHK,1660,3.0,75.0
Kasba,2 BHK,1170,2.0,105.0
Dhakuria,2 BHK,1448,2.0,68.0
Netaji Nagar,3 BHK,1762,3.0,110.0
Dhakuria,2 BHK,1105,2.0,38.65
North Dumdum,3 BHK,1825,3.0,105.0
North Dumdum,1 RK,296,1.0,22.89
North Dumdum,5 Bedroom,1200,4.0,85.0
Belghoria,2 BHK,1185,2.0,43.0
Dakshineswar,3 BHK,1320,2.0,38.12
North Dumdum,2 BHK,1058,2.0,48.0
Behala,2 BHK,1220,2.0,60.0
North Dumdum,2 BHK,925,2.0,25.0
Sonarpur,2 BHK,1200,2.0,72.0
Rajarhat,3 BHK,1160,2.0,40.6
New Town,3 Bedroom,600,4.0,72.0
New Town,3 BHK,1411,3.0,91.72
Kasba,3 BHK,1550,3.0,78.0
Santoshpur,4 BHK,3250,4.0,230.0
Elgin,3 BHK,2475,4.0,130.0
Garia,4 BHK,2249.81 - 4112.19,,260.5
Harinavi,4 BHK,2503,4.0,188.0
Dunlop,4 BHK,2524,5.0,190.0
New Town,2 BHK,1063,2.0,42.0
New Town,2 BHK,1077,2.0,37.7
New Town,2 BHK,1200,3.0,44.0
New Town,4 BHK,1500,3.0,70.0
New Town,2 BHK,1045,2.0,76.77
New Town,3 BHK,1290,2.0,45.15
New Town,2 BHK,1400,2.0,78.0
New Town,3 BHK,1600,3.0,58.14
New Town,3 BHK,3095,3.0,375.0
Patuli,3 BHK,1545,2.0,58.0
Mukundapur,3 BHK,1680,3.0,112.0
Alipore,2 BHK,1350,2.0,67.5
New Town,2 BHK,950,2.0,38.0
New Town,2 BHK,1050,2.0,45.0
New Town,3 BHK,1305,2.0,49.0
New Town,4 Bedroom,800,4.0,120.0
New Town,5 BHK,2700,7.0,125.0
New Town,3 Bedroom,1100,3.0,78.0
New Town,6 Bedroom,3500,5.0,160.0
New Town,3 BHK,1634,3.0,83.33
New Town,2 BHK,1352,2.0,85.0
New Town,2 BHK,1145,2.0,65.0
Netaji Nagar,2 BHK,1240,2.0,43.79
Santoshpur,3 BHK,2200,3.0,190.0
Kalighat,2 BHK,1020,2.0,39.0
Tangra,4 BHK,3600,4.0,365.0
Tangra,2 BHK,1168,2.0,61.0
New Town,2 BHK,1205,2.0,75.0
Dunlop,2 BHK,1195,2.0,100.0
Narendrapur,2 BHK,1028,2.0,49.0
Garia,2 BHK,1175,2.0,48.27
Tangra,3 BHK,1550,2.0,90.0
Garia,3 BHK,1826,3.0,165.0
Tangra,5 Bedroom,2400,5.0,160.0
Tangra,3 BHK,1603,3.0,96.0
Tangra,3 BHK,1350,3.0,72.0
Tangra,1 BHK,714,1.0,28.0
Garia,2 BHK,1215,2.0,65.0
Chinar Park,3 BHK,1405,2.0,77.0
Tangra,2 BHK,1142,2.0,51.0
Tangra,4 Bedroom,4000,4.0,170.0
Tangra,3 BHK,1870,3.0,90.0
Tangra,2 BHK,1313,2.0,73.0
Tangra,3 BHK,1945,3.0,120.0
Tangra,3 BHK,1573,3.0,95.0
Tangra,2 BHK,1255,2.0,92.0
Tangra,4 BHK,1400,3.0,91.15
Garia,2 BHK,1235,2.0,43.63
Kasba,3 BHK,1380,2.0,52.0
Kasba,7 Bedroom,1500,9.0,250.0
Kasba,2 BHK,1238,2.0,67.0
Tangra,3 BHK,1465,2.0,74.72
Tangra,2 BHK,1418,2.0,103.0
Tangra,3 BHK,1650,3.0,165.0
Garia,1 RK,351,1.0,16.0
Kasba,2 BHK,1279,2.0,48.0
Kasba,3 Bedroom,1870,3.0,200.0
Kasba,4 Bedroom,1500,5.0,230.0
Tangra,3 BHK,2526,2.0,250.0
Tangra,3 Bedroom,1550,2.0,150.0
Tangra,4 BHK,3436 - 3643,,424.5
Tangra,3 BHK,1845,2.0,68.27
East Kolkata Township,3 BHK,1360,2.0,59.27
Kasba,3 BHK,1150,2.0,75.0
Alipore,2 BHK,1260,2.0,49.5
Alipore,3 Bedroom,1200,3.0,74.0
Rajarhat,2 BHK,965,2.0,42.5
Mukundapur,3 BHK,1350,2.0,48.0
Garia,2 BHK,1447,2.0,75.97
Alipore,3 BHK,1229,3.0,86.03
Beniapukur,2 BHK,1027,2.0,43.0
Narendrapur,2 BHK,1153,2.0,48.5
Narendrapur,4 BHK,2830 - 2882,5.0,145.5
Howrah,2 BHK,1065,2.0,50.0
Howrah,2 BHK,1030,2.0,61.0
Howrah,2 BHK,1340,2.0,61.0
Howrah,4 BHK,4000,5.0,212.0
Howrah,1 Bedroom,600,1.0,32.0
Howrah,3 BHK,1410,2.0,44.42
Madurdaha Hussainpur,2 BHK,1055,2.0,45.35
Madurdaha Hussainpur,2 BHK,1304,2.0,79.0
Madurdaha Hussainpur,4 BHK,2720,4.0,485.0
Madurdaha Hussainpur,2 BHK,990,2.0,31.5
Madurdaha Hussainpur,2 BHK,1035,2.0,39.33
Madurdaha Hussainpur,1 BHK,596 - 804,1.0,30.09
Madurdaha Hussainpur,2 BHK,1120,2.0,43.0
Madurdaha Hussainpur,2 BHK,1300,2.0,73.0
Kankurgachi,2 BHK,1239,2.0,82.0
Howrah,3 BHK,1403,3.0,51.63
Kankurgachi,2 BHK,1365,2.0,92.0
Kankurgachi,2 BHK,1165,2.0,135.0
Dum Dum,3 BHK,1130,2.0,45.19
Dum Dum,3 BHK,1776.42,3.0,105.0
Kankurgachi,4 Bedroom,900,4.0,175.0
Tollygunge,2 BHK,1194,2.0,47.0
Tollygunge,2 BHK,1107,2.0,33.0
Tollygunge,3 BHK,2319,3.0,180.0
Tollygunge,3 BHK,1520,3.0,80.0
Tollygunge,3 BHK,1536,3.0,89.0
Tollygunge,4 BHK,3000,4.0,240.0
Tollygunge,2 BHK,1050,2.0,38.0
Tollygunge,3 BHK,1850,3.0,146.0
Tollygunge,2 BHK,1112,2.0,62.0
Tollygunge,3 BHK,1535,3.0,72.5
Tollygunge,2 BHK,1050,2.0,35.0
Tollygunge,4 Bedroom,2400,3.0,370.0
Narendrapur,3 BHK,1250,3.0,65.0
Narendrapur,2 BHK,1187,2.0,52.0
